TITLE	MAIN_CONTENT
regard drone battery	urgent sir have battery each show output voltage on the multi meter but with none of the battery the drone be not able to gain the altitude script work fine for task- and now the drone be not gain sufficient height even with throttle value .it just stay at very low altitude just cm from the ground have also order spare battery from drona aviation but also work fine for day and now with this new battery drone be not able to take off can use any another battery with output voltage and capacity of mah or low as the battery provide by drona aviation do n't last long can use battery -https //www.amazon.in nasa tech li ion rechargeable battery dp iyaeol ref pd_sim encode utf psc refrid vvavq hatp jmjlike these
spotter snake	sir can use lm ics in circuit
error in compile zigbee communication code	"when try compile zigbee communication sample experiment recieve an error-""use of poison sig_usart recv do not change anything from the code.please reply asap thank"
unable to fix wheel on motor	sir with give set of screw provide be unable to fix wheel with motor moreover could n't find matching screw nearby only option leave for be to use different set of wheel but be allow please let know asap
collector bot	dear participant all the team be go pretty good with the implementation of collector bot the team be give feedback for progress video visith the portal for the feedback all the good regard team yantra
regard nrf module	sir be face problem with the nrf communication initially the setup work but after few minute stop abruptly after that have not be able to establish communication between transmitter and receiver try all possible combination with new nrfs and different arduino boards.so be possible that could use another means of communication like ch radio or bluetooth module or even wifi esp please help.ss
horn	sir try put horn on the servo motor by heat up as well as by apply force but when the servos be put into use the horn slip the horn do n't completely fit into the upper golden part of servo please suggest some way to overcome slip
drone not respond	urgent sir the drone be connect to the laptop and every time log file be create have try this on multiple laptop have attach the screen shoot for the same also the board of drone be not work properly even though have fully charge battery still show low battery in app.we have three new battery and work fine for task now the drone be not take lift with the same script and the new battery even with the rcthrottle value have tune drone accord to the new battery kindly reply as soon as possible
regard wheel	sir the wheel suggest by do not freely roll the rivet use in the manufacturing of those wheel be tight and the rivet can not be make lose please suggest some solution to make this wheel freely rolling
spark right motor	sir team initially only the left motor use to work think be programming problem but yesterday while test and debug one of team member press capacitor which be near the right motor after do so the right motor start work sometimes the motor do stop again and press the capacitor do the trick what to do about this situation thank
regard wheel	sir use the type of wheel as suggest by but the wheel be unable to provide enough friction require for the movement of snake please suggest solution to this problem
analog pin nano	can connect servos to all the analog pin
drone not go upward	have battery and none of be take height when the battery be fully charge then go for few second and come down and hop on ground what be the problem be battery or rpm of motor also when drone go up bend toward one side and move across be unable to solve this problem please help
regard hardware modification	be face some problem which would be solve if modify the hardware as per need so can do so cut open the li po battery to distribute weight in the snakewe want to cut the servo jumper head as be not compatible with design also the servo extension that have provide be not fit with servo jumper head will have to file the servo head and even after that wo n't fit properly if go ahead with not cut will have to use wire vcc and grind lot of mess so would be great if allow to cut the jumper head of servo wire team
motor not move for small value of velocity	dear sir be use the velocity function in to give the velocity to the left and right motor respectively however have notice that if set these velocity to small value say below the motor do not move need cb to move little slow in the arena how can do so the other problem that be face be that how can convert velocity calculate from path follower code in vrep to the velocity require for the actual arena the velocity calculate from the script be not suitable to move the cb in the actual arena
regard submission of progress video	sir can still submit the progress video
regard servo motor power supply	".as show in below screenshot for drive multiple servos at one time need one lm for each one servo motor and have provide only and this ic be not available in college lab also and not even nearby area so kindly please help in solve this issue thank tt><em><imgsrc https //d bmlvqabco.cloudfront.net/attach/j dzm wa km iv sja qg jd screenshot li.jpg""alt servo""></em></tt>{\color{red}{\leftarrow tt><em><img src https //d bmlvqabco.cloudfront.net/attach/j dzm wa km iv sja qg jd screenshot li.jpg alt servo""></em></tt img src https //d bmlvqabco.cloudfront.net/attach/j dzm wa km iv sja qg jd jnbd tjq screenshot .png alt servo_lm"
rgb led	the rgb ledswe be give have the long pin as input voltage which think should be ground be ok
damage battery recieve	sir new battery that be receive with print bracket be swell up automatically use the battery to power joystick design for hrs after that notice have start swell in fact have n't even charge yet neither have fall or tamper at all and also within half an hour the voltage drop till volt request to replace the battery regard ss
extra servo motor	sir want to use extra servo motor currently be use servo please tell the procedure for do so
regard hardware design	rgb lead be not work even if ohm and arduino supply be give can please provide sample code and circuit design .regarding lm and servo motor when connect two servo to one lm and whole snake be assemble then ic get heated and become internally short and damage give some idea reply as early as possible thank in advance
regard camera positioning	sir would like to tell that team be still not able to find location where can place the camera as per requirement due to this in task video be not clear in 's detail and end up get mark with mark as penalty have to perform the task so many time so that can get clear shot of the task but still fail to capture clearly so would like to ask if be recommend by to continue in competition also have other thing to do and especially take time out to perform eyantra task but these non technical issue demotivate so should continue or not thank in advance for response
regard servo connector	sirthe servo connector be incompatible with the servo given.they be not go into each other.please look into the matter
regard heat sink	sircan use small heat sink for the lm module give because have be give only one big heat sink and other be small and the big heat sink give be not available in market near .if possible could also refer any source from where could get big heat sink .there be dearth of time and be little apprehensive in use small heat sink in circuit please reply as soon as possible
regard whycon marker detection	sir the cabbage in the field be also detect as whycon marker please guide to handle this
regard dc motor	respected sir while implementation of code observe that one of wheel be move very tightly and the other be move smoothly result in curve trajectory of cb though the speed give to both of the motor be same please help by give view about what can be the issue and what option do have hint would work fine
about servo motor	sir isnecessity to connect servo at pwm pin if yes then why so
regard incomplete progress video	respected sir sir as college be close and the colleague do n't leave nearby so project be on lag only collector bot be complete without pickup handle be necessary to point out all the task in the progress video please consider reply as soon as possible team
dc motor be not work properly	one of dc motor be not work properly when connect that motor to direct power supply of then 's work fine but when connect that dc motor to one of the out terminal of motor driver that time 's not work and give only jerk and output of that terminal drop to v. have connect that motor to both out terminal of motor driver one by one but each time motor do n't work properly when do same task for another dc motor that time this second motor work correctly and output of the terminal be approx v. without any motor the terminal give output of approx v. so be unable to find that be the problem in dc motor or in motor driver please reply as soon as possible so that can submit progress video in give time limit
serial communication	for the case of testing write code in arduino as instruct an use uart_rx to recieve datum two time for left wheel and the right_wheel initially the wheel be in motion at particular speed have initiallyse pwm also in python import serial use serial.write or serial.write serial.write or serial.write serial.write be unable to stop the move wheel please help to find way out
regard task result	team email about extension say that if submit before th jan can submit an improve solution by the extended deadline.it do not say that would lose the bonus if re submit an improved solutionthere be problem upload the improve solution on the th and so get penalty and previous solution be not consider at all be not award the bonus either despite submit on time the first time right now improve solution be consider as replacement which be not what the language of the email imply the only reason submittedthe improve solution be because think the previous solution would be consider if submit late do not submit at all so please either consider previous solution and disregard the improve solution since be just an improvement which be not on time or consider the good of the two total score
error while load hexfile to spark	respected sir sir loading hex file to spark along with avrdude_script.sh file but some timeout message be come on command prompt please give solution to this problem like avrdude stk receivemessage timeoutavrdude stk getsync timeout communicate with programmer
regard submission of task	sir team ss have send mail regard mark of task on help desk humble request to acknowledge that
 not work	sir motor driver be not work try to give power supply at pin but red lead present on board be not glow jumper at pin be also present try to give supply to the pin then lead be glow tr to run dc motor but motor be also not get the supply be work fine while make the hardware testing video and there have n't be any issue since then what be suppose to do
problem in serial communication	sir be face problem in send velocity use python serial function and receive be able to send single character but how can send two value try for lot of time but still be not able to figure out please give little hint so that can resolve this thank cb teamid
circuit diagram of sparkv	sir need circuit diagram of sparkv runnerbot this will be very helpful in use runner 's capability to maximum and program in well and most efficient way use predefined function header file and script provide by be little uncomfortable for me.if possible please provide although can manage without if there be an issue in provide thank
certificate and kit return doubt	sir submit task and get very low mark and not willing to continue further so have follow doubt do still need to submit task in order to get certificate of participation and when to return the kit yantra have be great learning experience thank to all the instructor
task weightage	sir can know the weightageof task as compare to task
corrupt doc file	sir submit the doc file for task but somehow get corrupt can send again can anything be do if submit again
can metal perforated chassis available and permission to use rd servo motor	be from team eyrc collector bot respect sir madam can use metal perforated chassis as show in picture below can please get permission to use third servo motor
regard chance of get into final	hi sir team cb have penalty of mark in task but all the task submit by be good and also get really good score above in all the three task till now -neglecting the penalty in task could n't submit task before the deadline because have to attend shaastra iit even win two prize there the idea of penalty be bit discourage for all the team member so final score in task include penalty of mark be do have any chance of get into the final would eyantra consider score neglect the penalty thank
task result	get low score in this task due to reason be answer less descriptive may be answer be less descriptive but be confident in complete the task will these mark affect final selection thank
chaser drone doubt	sir have the follow doubt regard drone- .after run the script the numbering of the two marker static and drone keep interchange how do tackle this the whycon coordinate be different at the same level across different area of arena how to handle this can please suggest method to decrease the response time of drone that be how can make more response fast response to command thank
regard transmitter circuit	sir have make joystick circuit which include nano joystick and nrf module the problem face be the nrf module have to be remove from the circuit for any code to be upload to the nano if the nrf module be connect nano be not even be recognize as port in the device manager the same problem exist in different laptop the connection be the same as that provide in the hardware testing circuit also the nano be work the joystick value be obtain what could be the reason to this ss
regard final	respected sirwill the mark of all task be count in selection of the finalist and if possible could please tell the number of team go to the final
regard submission of progress video	hello instructor be have assesment exam right now since say the progress video be not mandatory think of start the work after assesment and now have update the message and see only today with the assesment go on be impossible for to get the progress video before deadline so please assure that if grant one week extra will have ready and submit only because guy say the video be not mandatory do n't focus on this for few day as this assesment be important for please do grant one week extra and assure will have ready by then have tight schedule and will get free only on thursday of next week and have to ready the bot on the next two day please reply immediately team be img wa .jpg
problem with hex file generation in code block	team eyrc dear admin be facinga problem with the hex file generation in code blocks.we be unable to generate hex file apparently post build command be require to do so would like to know what the post build command be nex robotic also seem unaware of the command
regard hangout session	sir can have hangout session team ss
relate to pwm	have load sample.hex code in atmega for testing and understanding pwm velocity and be quite good but when give velocity there be no response in dc motor be happen because be not enough velocity when apply dc motor rotate well so this be problem or be normal thing and in vrep simulator be generate w_r and w_l between approx but that input have to give in atmega use xbee communication so need to convert that anguler velocity in between on which basis can convert use emulation or some other thing
permission to use dc motor instead of servo	among the two servo motor that have be provide to be plan on use only one the second degree of freedom be achieve use dc motor instead kindly give permission to go ahead with design eyrc
heat sink	sir what would recommend be fine to use single big heat sink for two voltage regulator instead of two small heat sink
velocity transfer from pyserial	be able to transfer datum use pyserial to xbee however the velocity calculate in vrep simulation be in float and sometimes even negative whereas the data transfer in serial mode can just be byte by byte how can deal with this problem and scale the velocity of the cb in the same way as have in vrep for proper emulation
unable to complete task	try good and try whatever could to complete this task but be unable to do be out of this competition for not complete the task chaser drone if yes what do need to do with the spark if no be there any chance for get in the final in case get this do and do well in the upcoming task with have score of in task
drone behave randomly with different battery	very urgent respected sir with different battery drone be behave differently when ever the battery be change sir have tune the pid for task- and the drone be work fine but as soon as change the battery drone start behave randomly what be the solution to this problem
study material on ompl plugin	hello sir have do the task use build in path planning in vrep work well at that time but now have some trouble with vrep say 's path planning be obsolete so be plan to use ompl as suggest by vrep can not find any study material regard ompl on the internet can please make tutorial video on ompl or point to some study material that could use thank
will please answer question	have be give faulty drone refer
need help with atmega programming	sir the tutorial provide in the resource section be for firebird atmega be have trouble to get those program work in collectorbot can get some hint regard this can get the source code for cb_hardware_testing.hex that be give in hardware_testing.zip
book information not available for this tracking ss	team be mention in the list of all tracking id but there 's be no book information available for the give tracking and when check with the give address for shipment the package have n't receive yet understand that there 's lot of bracket to print and be do the good can but get really late for the progress video feb and would appreciate any kind of update from tracking team ss
regard chassis	do have to construct own chassis do have to be of any particular shape
communication between cb ad supervisor station	dear sir team eyrc wedon't know how tosend datum from supervisor station to cb while execute python script for vrep as be mention that robot should be completely autonomous and no manual command be allow be able to communicate between xbee from xctu but do nt know how to do with python script and vrep please help thank
regard drone control through script	respected sir be team and need small help drone be operatable with both the app and the script provide by but when try to operate through script in which be just try to arm the drone and disarm the drone arm but do n't disarm try use delay of second between arm and disarm with each publish for second continuously but no use try publish arm for second and disarm for second continuously but no use be stick here and for the past day have be use all possible combination but no use any hint of proper communication with drone will be of great help.i have already tune the pid algorithm in gazebo please help as soon as possible thank
drone not go high	sir after min of flight the drone take max of cm height and hover on the ground the same be happen with the app and the script both sir what may be the problem
vrep robot design	sir during pickup handle design sometimes at random moment the during simulation handle shakes solution to resolve
regard item the kit	can use big caster instead of one provide in the kit or have to use the same one only
broken chassis	dear sir during test flight drone have crash and the chassis have break so if can kindly send the model file .stl will print use own material
xbee communication	sir have configure xbee to transmit and receive data.using xctu be able to send datum and receive datum use python be able to transmit datum but be not receive when connect with atmega but when connect with with xctu be able to receive datum send use python code have config both xbee with baud rate of and be use uart library and uart_rx to receive datum but no data be receive
submission error	sir team be unfortunately have make small error while type the coordinate in the text file have mention that the target coordinate as but be actually this can be verify form the code and the video which have be submit regret this oversight
screen recorder issue	respected sir have upload the video on youtube but there be slight lag in the video due to screen recorder and screen recording stop after one minute so do need to upload the video or will do
track for team	do bracket for team print yet if yes what 's track
hold of drone position	drone be hold different position rather than the give position what may be the cause for this
regard result of task and task	will the result of task and task be declare before the declaration of finalist or before that
new battery	receive the battery today and after the first charge the battery have get bulge and the drone not take off with
sir drone will act well for tune pid value only when battery voltage be	but voltage drop to volt or less as quickly as possible at this time drone can not rise to desire height i.e drone start to oscillate even when throttle value be please can sujjest any solution of these problem.is this hardware issue
stabilize the drone	have be try hard enough to stabilize the drone but not smart enough be miss something that be unable to comprehend please provide some tip that will help usstabilize the drone will set proper value to the aux help stabilize the drone
regard oscillation about point	drone be oscillating about the holding point be move around how to make hold at desire point do need to trim roll and pitch if yes how
do not get print bracket still	team id- ss
battery problem	sir the drone can be operate at good height for second then suddenly drop to height of foot all the three battery be cause the same problem this occur today what to do previously do not ask for replacement
regard make of cb	for make collector bot from scratch in vrep do have to make arm in vrep model for cb what if make the same model as that of cb but with just difference of wheel seperation
doubt regard python and atmega communication	for the collector bot know that the cb model of rep will drive the actual collector bot.but how should send datum that receive in python post emulation to actual cb in nutshell how to send datum obtain in python to cb via xbee module
no effect on drone through /drone_command	sir be use pid to calculate the roll pitch and yaw of the drone but the problem be that the drone just arm and then the value publish on /drone_command have no effect on the drone
hold of drone	sir the drone reach the desire position then when try to go up even further come down which be the correct approach the drone should take but as soon as the drone receive the down command be unable to reach up test whether in the code the up command be be publish or not and be get publish but the drone do n't go up when go down be not ask to debug whole code but be stuck at this problem for quite while now be not get anywhere please guide
regard shipment of bracket	sir team destination pincode be sliet longowal but when track on india post be show as in this photo please check
battery capacity	sir team the new battery get be much small in size and hence be not able to fit properly in the slot the capacity of the previous battery be mah and the new one get be of mah
co ordinate problem	sir give give the hold position as but be hold at if give different co ordinate do hold close to those co ordinate but not exactly there i.e the error be over if the drone be push at the hold position do come back to the hold position
can use ready make gripping mechanism	sir want to know whether be allow to use ready make grip mechanism or do have to construct the grip mechanism from scratch
regard stabilization of drone	drone oscillate about the desire point how to stabilize that
can add dummy to arena that will be give for task	can add dummy to arena in vrep that will be give for task
about next task	sir do need to complete the rest task by own without any further document video tutorial support
drone stabilze	in order to stabilize drone at hold height do require to put drone in mode if put in mode will accept value from script script take millisecond to calculate roll pitch yaw etc plutonode.cpp wait for millisecond for next command so if change plutonode.cpp delay to second then will match with script be right and now what have to do with drone_command publishe every millisecond what be the significance of can explain the relation between millisecond and millisecond in some detail
regard print bracket	"sir where print bracket will be deliver on the address provide while fill print detail or to the college address as bracket be dispatch through india post also while track the consignment have show no consignment detail not found"".team have ss"
change in initial value due to calibration	after multiple calibration the error in roll and pitch ca n't be rectify as result the drone start move in right due to roll when roll but when algo reduce roll to the drone stabilize in roll same be with the pitch as well each time the error in roll and pitch change and hence value also change when drone be on flat surface the roll vary from to and pitch varie from to in pluto app can trim the value so that error in roll and pitch can be rectify but in programming trimming ca n't be do without know the relation so during tune when error in coordinate be zero output do not affect the but drone show very sensitive motion still then in roll and pitch have give too much time to make thing work but now need some advice how to proceed add more detail in this question below be the screen shoot of value receive from drone when drone be place on floor
extra component require	can use any component specify below electromagnetgearsextra servo motor
regard date of different task in spotter snake theme	sir want to know about the how many more task be there in spotter snake theme and what will be start and end date so that can plan other activity according.sir want to visit iit bhu techf that be on feb if provide theinformation regard start and en date of various task will be easy for to plan everything accordingly please give approximate idea ss
problem during emulation	when ever try to emulate more than object in vrep the simulation go wrong if less than object then work fine
regard not receive of print bracket	as mention in mail the bracket should have arrive by now but have not receive yet can please provide track for the same ss ss
sir want to know about drone completely because ca nt even check if work	pls give testing procedure for drone.how can put pid if ca n't even check if drone work properly.give testing procedure for each and every part of drone otherwise the competition will seem unfair altitude do n't hold at rpm
change in motor rpm	sir the motor be show random behaviour due to difference in rpm of motor initially the motor be work fine and now drone be unable to attain heightplease help
drone disarm	script be able to take off the drone to hold height but after that drone suddenly disarm and drop down sometimes even before reach to hold height disarm have check rcthrottle value publish by script and be fine why automatically disarm
drone not increase in height	hi drone too do n't go above certain height actually fly well during the first few day but not now maybe due to unavoidable crash so try remove propeller guard as be kind of loose and the drone actually work well so the problem may be with the improper leveling of propeller guard may be loose or obstruct propeller so try fly the drone without that note possible damage may occur to propeller on crash maybe can order or eyantra team may resolve motor may have be not place firmly in holder propeller may have be loose if nothing work reassemble the entire drone again battery would discharge from to drastically when fly the drone but rise to good height so do n't think battery be the problem the above tweak may or may not work as may have completely different scenario if can find the real root cause of this problem please post about hope this may help all the good
behaviour of drone	sir team even at full charge battery when give throttle value go up but in backward direction and then even when the code be send the command to go right do n't go just go up around cm and then rush backward think be due to motor so replace the motor but the problem persist then replace the propeller but this also do n't solve calibrate multiple time with different phone but still the problem persist each time the calibrate value be good the pitch be roll be and yaw be around have also check with the script provide the when press the drone go up around cm and then rush backward one thing notice be that when do the motor test the drone circle in one direction the link of the video show problem https //youtu.be tydcr dyfmg
very urgent new battery also not work	have receive the new battery but in pluto app be still show vs and with old battery be show vs in app be there any problem with the drone board charge all the battery and then try the above voltage reading be after fully charge the battery
battery replacement	have the battery be dispatch if so please let know the tracking have to inform college about team cd
doubt	do also need to tune drone 's internal pid in advanced setting of plutoapp because resist value specially the altitude whycon many time fail to detect drone in motion when speed be little high by which the drone continue to go in that direction how do fix this also when drone be at rest whycon value be not constant vary in direction and in and in direction be this normal what do the value ms correspond to in plutonode what will increase will do if publish at fast rate will all that go in queue and the new value will take time to reach the drone
can change base value	sir try as base value but be move one direction if change the base value move in opp direction sir what to do for the drone to stand still after take off do centre of gravity play role
drone do n't go above few cms	hi the drone do not take off even after control with the app just stay in the ground even though the propeller be rotate check for proper alignment of propeller diagonal same and use fully charge battery yet do not rise above cm try update the firmware but the problem still persist however sometimes just work all of sudden and give false hope do n't think battery be the problem because show to v. moreover the yaw calibration be require often please resolve issue and let know what may be the actual problem so that can correct ve attach link to the throttle problem https //youtu.be ge klgho thank in advance team
regard command delay	sir if code publish the command at every millisecond but drone_command publishe at millisecond then what will happen do some of the command get lose also please tell the rate at which drone_command topic publish the command
regard yaw value	when give only yaw value as or maintain roll pitch and throttle at drone have to rotate in 's position only but start move in random position what be the reason for this and solution also
diffucultie in pid tuning	sir since long time have be work hard to pid tune drone but be face the follow difficulty make code such that pid constant value be add or subtract from to get the desire resultone major issue be that this constant value be change for different axis and for different quadrantswe have also try use different constant value for different axis and tune the drone for each axis at time.but everytime change the battery the value would change again and test innumerable times.but the drone do not hold in position and show random behaviour.we really want some hint as to where be go wrong as have try all way possible use rqt plot make observation run time value for kp ki kd be unable to find any solution.need some help
direction roll and pitch	http //wiki.ros.org pluto_drone say that in order to go in axis increase roll but key_handling.py increase pitch to do that what be axis with respect to drone can specify relation of rcroll and rcpitch with and axis be confuse between what http //wiki.ros.org pluto_drone key_handling.py and other internet resource say regard this relation
rcaux value	http //wiki.ros.org pluto_drone set the rcaux rcaux rcaux to but key_handling.py set to can tell about the significance of rcaux be not get how to use do specify any mode
drone not arm always	dear sir drone be not get armed everytime as required.its arming sometimes only and also as soon as change the battery not arming.whenever arm the yaw be not maintain properly.since the whycon marker do nt give any info about yaw be unable to maintain yaw due to which pid be go wrong please help
regard final bracket shipment	sir can provide the tracking of final print bracket if possible team 'd ss ss
drone firmware	do need to update the firmware of drone
drone not take off	sir have make some modification in keyhandling.py and the drone work perfectly acc.to command but when run own script make from keyhandle the command be publish to drone motor start but drone do n't takeoff.we have check in log the value publish to drone be same as when drone take off by original key handling.py help where can be the problem
spotter snake	greeting from yantra dear participant there be variety of wheel available in the market that can be use in iteration of spotter snake some of the example be attach below always make sure battery monitoring circuit be connect to the battery while be work with this will prevent battery damage by indicate battery status all the good happy learn cheer
regard drone_command	at what rate drone will take the command use drone_command
drone calib	even after calibration drone move in one direction in the pluto drone app same thing be observe when run script
regard final task	in the portal be write that the submission date for task be feb th so want to confirm if the team will be give the final arena on feb th will be oblige if provide with this information so that can plan accord to
those who complete task	all those who complete task of the chaser drone theme for how much timedoe drone stay stable at the same height and at what height please reply thank
component miss	sir have not get any information about wheel which be to be ship as be miss in the robotic kit
detection of decision point	the decision point dp print on the flex sheet be of dimension cm while the white line sensor be approximately cm apart.so how will the spark detect the decision point
size of collector bot	what can be the maximum size of collector bot
problem with battery of drone	st point sir the battery voltage mention be when fully charge and see in app show need clarification about nd point so when be operate drone by app for throttle work only when the battery level be and whenever the voltage drop i.e less than drone be not stable go into different direction i.e not stable of roll and pitch the voltage be drop within one throttle be face lot of problem to take off drone even with app also this be happen same for control through script also what to do
drone not respond to script	be try to send command to the drone with help of drone_command drone do n't respond have make some modification in the data_via_rosservice.py file and also create new script drone_pid.py which handle the pid and send command to drone add the new node on task .launch file .plutonode one which create drone_pid.py now when run data_via_rosservice.py follow by task .launch be get roll pitch yaw value which be print in data_via_rosservice.py from drone but the command have write in drone_pid be not run last day be stuck here please help have attach the rqt graph eyrc -cd
submission of task fail before pm due to some reason	try to submit the task before pm but fail due to server failure or slow connection so submission get bit delay about min so please consider submission be team collector bot theme
very urgent altitude not hold at rpm	drone do n't float at particular rpm 's humble request competitor please do n't answer question
failure in perform task	respected sir although try good be not able to do the task- in the give time now past the deadline so want to sumarise all the problem that face while do the task so that atleast can get to know where go wrong and what be the good way to approach the problem be easily able to maneuver the drone through python code since the begin hard code version of code armed disarm make the drone reach hieght and move in various direction easily.- so next step be to apply the pid algorithm observation the maximum error be get in any case be so the value of the derivator term be always in between in any case for start the pid tuning avoid take in the integral part as be summission of all the error upto give point which usually come out to be very large so pid error derivator now start tune with an initial value of and which have use for tuning of virtual drone- the resultant pid come out in the range of but the value require for motion of drone should be in between so make an equation such that output send to the motor pid some constant value so now observe that this value varied for different axis and for different quadrant for eg require be different for axis and -ve axis so code as such so as to provide differnt value for different axis and different quadrant so start tune drone for one axis at time but while determine the perfect value of this the battery usually discharge and once change the battery the value of change so everytime change the battery would tune the drone just again determine the value of again for all the axis anew and these value be always different so assume that change the battery effect the value of so after tune the drone in each axis for give battery would run code for combined value for both and for the drone to reach the setpoint and drone do usually reach setpoint but when enhance the code for hold the drone would not hold would start oscillate and sometimes exbhite random behaviour but usually uptill this point the battery would discharge and repeat the process again for new battery persist the same thing for few day without any result then on one of the run observe that the value of be change accord to the point where tune from i.e if be tune the drone from point which be near to the setpoint then the value of require be high while if the tuning of be do from far point then the value of would be less.- thus the observation be make that when point be quite far from the set point the error be large thus pid value be large for this point so from here drone require comparitively less speed to stably reach the set point while when point be close to setpoint the pid value be not large enough to make the drone reach the setpoint so the value of require here be large so now be require to modify the code as such so let take the case of ve axi for this output pid value so now when pid value be small the drone get high magnitude for motion while for far away point the pid value would be large and thus would move slowly and stably to destination this strategy work but only for half of the plane and lot ambiguity exist resultantly now the drone be not even reach the setpoint properly let alone hold there in the whole case also work for varied value of and use rqt_plot for ensure fine tuning and research lot abot pid tuning of drone but without any fruit and discharging of drone battery in just minute be major issue so the whole process be very tiresome and fruitless as finally be not able to submit any video work really hard for this task so through this post just expect few remark as to what be the correct way to perform the task as be sure that miss very important point team eyrc
drone receive only the first publish command team	dear sir when be use the key_command file provide by then the drone respond to all the action as give by however when use script to give command to the drone by manually feed value to the /input_key topic the drone receive only the first command publish have try lot but still do n't find any solution to this request to kindly help out as soon as possible for example in the above picture the moment remove the comment tag from the highlight line the drone only work for arming and do n't disarm after sec however if keep those line comment the drone respond to all the command when press or or whichever key sir be stuck at this point for lot of time and ca n't proceed further pid algorithm be ready but 's of no use until be able to send command to the drone request to kindly answer this as soon as possible thank
regard penalty apply in task	understand that the penalty for task be system generate but can please let know what the penalty be depend on the date submit the task
drone not able to take_off	dear instructor have be try to fly the drone but even at battery do n't take off have test with the app and at full throttle also be not able to increase height what may be the problem also one of the three battery be faulty and do not start the drone at all have charge fully please reply soon
regard submission of task	sir could not submit the task by yesterday th jan pm but do by th jan be this inadvertent delay be due to the loss of week of time in get spark repair by nex robotic and some riot happen in mumbai cause delay in send bot via courier service so get very less time in completion of the task refer to full communication with nex robotics-@ kindly cooperate with and debar from the penalty look forward for positive reply team eyrc cb
regard selection for final event which be go to be hold at iit bombay	have penalty in task as well as due to internet connection problem submit the task at be and thus will again face penalty.we have more than one team select in theme and do n't face any penalty.so will the task be only consider or the total of all the task will be consider for selection for the final event
white line sensor	sir the right white line sensor in the sparkv be not work properly when place the sparkv on black paper left and center sensor be give value around out of but right sensor be give value around have adjust the potentiometer but still the problem remain though have some how adjust the reading so that map the value around to and sparkv be work properly but if can give solution about will be very helpful
regard task	sir have submit task but in task result the remark show that have not submit kindly go through this matter team ss
error while upload cb	try to upload the zip file but unfortunately get the error fail to upload after try for number of time upload successfully please help screenshot .png
pl respond to this unresolved case	screenshot com.android.chrome.png pl check out the problem unresolved in the hardware testing note
delay during submission	submit task atjanuary pm but the file get upload only by due to slow internet the submission time be january pm get delay by second because of the internet will still face penalty for this unfortunate turn of event
regard submit the task .zip file	sir be late by min due to the bad net connection here in college for submit the task .zip folder.how much penalty mine team will be incur
query regard late submission	do have penalty for late submission in task
task submission delay due to server issue	start upload from pm do n't get upoaded till be please consider case and remove from penalty
upload issue	start upload at the portal be load but the file do n't get upload till refresh and try again still do n't work please help cb screenshot_from .png do n't get upload till now be have very high speed connection
file size	as mention in even have compress the video as much as could the file still come to be about mb the upload be successful though team also submit two file one at pm before deadline and one at be after deadline the one after deadline be by accident due to previously load tab could ignore that submission and only consider the previous one there be no difference between these two can verify the content in both the zip file be same
unable to open saved video	sir be clear with the task but be unable to open the recorded video input_video.avi as instruct in the instruction pdfs.we try configure ffmpeg as show here and still could n't get the video to open even do full clean remake installation of opencv and the problem persist reconfigure ffmpeg as show here still no success the video be save in the same folder as the python script and be use the cv .videocapture filename and cap.isopened function follow by cv .imshow .trye with cv .videocapture os.path.join filename also result in failure be able to set the position and orientation of the truck use api and give specific image work fine but python fail to open the video save locally please guide
