TITLE	MAIN_CONTENT
buzzer delay problem	"can we change the timing delay of the buzzer in the default code, after reaching the destination."
about task 1a	"sir  we are having run time error in codes block but when we compile same code in dosbox it gives required output ,Also i wanna know do we have to upload the code of task 1b"
TaskB code is not working in Atmel studio but its succsessfully executed in Codeblocks	"Dear Sir,      We have got actual path nodes using Djikstra algorithm.and also traversed path ,when we provide range of nodes. But it is showing expected output in codeblocks and not in atmel studio. so can you please consider our work efforts? for evaluation?"
submission query(urgent)	"we are done with task1A , if we upload only this task within the deadline and task1B tomorrow.Is it allowed? are we allowed to upload two times?"
PLEASE EXTEND THE DATE FOR TASK SUBMISSION	We have our exams going on and we're about to complete it but we need some more time. Task 1A is completed but we haven't received the USB controller for Atmel and are searching for alternatives to upload code to robot.  #feederweeder#hardware Extend Don't Extend No Problem In Either  SubmitYou have not yet voted.Revoting is not allowed. Select your vote and click submit to register your vote.Your name will not be visible to anyone.
please help to debug errors. we are getting the following errors.	
custom header  files in Task1A	can we use custom header files in Task 1A? If not can we make a custom structure data type at the top of the file?
Code Working in CodeBlocks but not in Atmel Studio	" while(i!=s) 	{			 		tmp=path[i]; 		temp[j]=tmp; 		i=tmp; 		j++; 		c++; 	} 	unsigned char d[7],d2[7],d3[7]; 	itoa(length[0], d, 10); 	itoa(length[1], d2, 10); 	itoa(length[2], d3, 10); 	while(1) 	{ 		lcd_cursor(1,2); 		lcd_string(d); 		lcd_cursor(1,4); 		lcd_string(d2); 		lcd_cursor(1,7); 		lcd_string(""uig""); 	} 	 Output not printing but on using while(1){} before other while print in working    But in Code blocks the code is working while(i!=s) 	{  		tmp=path[i]; 		temp[j]=tmp; 		i=tmp; 		j++; 		c++; 		printf(""%d\n"",i);  	}  "
Task 1B	"Sir, our robot is moving or rotating  only once and it is not getting executed for further commands. What should we do now."
Find path????	How to put the edge value in the Dijkstra algorithm in c programming????
Unable to understand the error	When i complie my 1a maze solve code.. two errors are persistent.. can someone help me know what they mean.. 
encoder	can we use position encoder in task 1B logic??
execution problem in task1A	"there are no errors in my code, and no alterations have been made to main program. it runs in turboC++ but not here(CodeBlocks)...any suggestions??"
regarding submition	sir we have completed 1A but we r still working on 1B the problem now is if we submit late the our 1A mark also will be reduced so is there any way of submitting  1A & 1B differently
For Instructor -With regard to running the TestSuite - Task1a	"Make sure that you first REBUILD and not just ""Build and Run"" the TestSuite once you have copied the MazeSolve folder in your working directory. ShortCut key for Rebuild - Ctrl+F11 "
accessing an header file	In task 1B we have created a header file consisting of functions for motion control but we are unable to access the functions in the header file in the reachdestninationavoidingnode function but able to access buzzer functions even in main we are not able to access the motion functions.please can anyone help us if you have come across the same kind of problem 
error for task 1 B	why the error is showing at the main function.... like main is normally a non static function  in task 1B
Task 1b Solution	I can find the shortest path in C99 for the feeder weeder arena avoiding obstacle nodes but i don't know how to implement it in embedded C or atlmel studio ....when robot should move in forward or when it should turn to left/right. After the competition if someone can illustrate the task 1b solution would be a great help. The code part with robot port controls. I am in Semester 3 and i don't have knowledge of embedded languages. Please help!
Task 1b solution	I can find the shortest path in C99 for the feeder weeder arena avoiding obstacle nodes but i don't know how to implement it in embedded C or atlmel studio ....when robot should move in forward or when it should turn to left/right. After the competition if someone can illustrate the task 1b solution would be a great help. The code part with robot port controls.  I am in Semester 3 and i don't have knowledge of embedded languages. Please help!
Not getting the output on the bot	"Our logic is correct ,as we r getting the output , but when we r uploading it on the bot, all the pixels of LCD screen r becoming black , like no readings r being displayed of the sensors, what to be done sir??"
Error having multiple function calls.	"Hello there, During execution of a little code,  we had multiple function calls. Eg:- A() { ..... B().....}   B(){ ..... for() {      for()      {       } } C().....}   C(){....//def...}..   The calls seem not to be working especially after a double for loop. While we paste the code of C before / after for loops in the function B(), it works perfectly fine. Please help us resolve this query.  P.S.: I think this is a memory issue. Thanks"
Upload task 1	Can we upload task 1a only?will we get any marks?#feederweeder
"      Sir,can we use Auxiliary power to run the firebird instead of Battery power?"	 
Task 1b code upload query	"if we upload Task 1b code without uploading video,will it be considered or not?    "
Regarding Test suite error	Mazesolve is working properly for all test cases.But when in test suite all test cases are failed. After debugging code for testsuite just to check what is going wrong we came to know that src.c was not found and debugger is showing following message in debugger log.How to resolve these problem? 
Creating Header Files Task1B	"According to the Description of task1B : ""Point tobe remembered is that you must use #include “Your_FileName.c” command in yourheader file and #include “Your_FileName.h” command in your project file.""   Is it okay if we directly include only "".h"" file in our main file instead of adding first "".h"" in main file and then "".c"" inside "".h"" file?   This works fine. Just Confirming..."
1A output	"Sir, how was the output of task 1A i.e; is it must to print -1,-1 ..... after the path traversal solution??"
Regarding Video Making	Can we place all the three obstacles at the start itself instead of putting one by one?
task 1A query	Task 1A program is running in turbo C with required output where as the same code is unable to compile in code blocks. are there any special header files required in code blocks that are different from turbo c?
task1b video uploading query	Is it mandatory for all the team members to present in the video that is to be uploaded? Is absence of a team member in the video due to medical casualty accepted?
mismatch of data types in function ReachDestinationAvoidingNode and in it's definition.	"In main function ReachDestinationAvoidingNode function is called with two integers and two characters mismatching the arguments defined (4 unsigned char).   Code: Definition: void ReachDestinationAvoidingNode(unsigned char Xd,unsigned char Yd,unsigned char Xn,unsigned char Yn) Call: ReachDestinationAvoidingNode(5,'D',6,'D');   Can we change the mismatched datatypes?"
Submission	"Dear sir, Can we upload screenshot of output of task 1A and task 1B"
feeder_weeder	Sir we r printing the value of xd on lcd ...but this problem is occurring...so please try to help us..if possible send us the code asap..
atmel studio	is there any serial monitor in atmel studio?????if yes how can we access it?if no can we use any other software apart from atmel studio (do suggest some softwares)?
Path finding in task 1b	"In task 1A the shortest path is found correctly. But when the same algorithm is applied in task 1B, the path found is not correct. Are there any functions or data types in C that aren't supported by the micro controller? Also, does Atmel Studio 6.0 support structures?"
coding problem	how to code for white line sensor??
Test suit not working	"Sir, we are getting the correct path on executing mazesolve.cbp individually for the test cases. But the test suite is displaying failed! for all cases. Could you please guide us to solve this problem.."
doubt regrading adding new functions	is it okay to add some new functions for path finding in task1A scr file????
"      parseFile(""..\\..\\Task 1A\\TestCases\\maze_0.txt""); in main gives segmentation error."	"but works as i write parseFile(""maze_0.txt"")  after copying file in the same directory. Now what i haveto  do to remove segmentation error"
Coordinates  doubts task 1b	"Is it necessary  to use coordinates  like (1a),(1b)or can we use (1,1 (1,2)??"
regarding checking of Task 1A	"sir, while checking the 1A code  are all the Maze of 5X5 and starting node will be 0,  end node will be 24 always???"
Developing algorithm without graphs for task 1B	"1) Sir, are we allowed to develop an algorithm without the use of graphs for task 1B ? 2) Are we allowed to use math.h header ? 3) Are we allowed to declare some global variables ?"
Atmel Studio code	Does embedded C support use of pointers like for eg pointer to array(char* p)  ?
problem with atmel	goto function is not working as expected.
Right white line sensor not working	"Sir, The right white line sensor in our robot is not functioning properly. Because of this,our robot is not able to follow the black lines. What should we do now? Team 4331"
Regarding Video Demonstration	When recording video is it okay if we keep all the obstacles in place from the beginning itself? Also our firebird V battery isn't working so can we demonstrate while powering on ac adaptor connected to an extension cable the wire will be visible in the video. Also do we need to do just shoot the demonstration or have to describe the task before shooting the demonstration ?
Switch case statements	Does switch case statements work in the robot? It doesn't seem to work for us. We just want to know if they will execute or not.
task 1b	do I need to traverse whole path in task 1b or simply we should give the path to reach destinations.. confused.. 
but?! Sirr! in task1b ...	"I know we can use any logic which is not hardcoded, but sir, say if following task 1A description our arena is a grid and once we put onstacle at the respective places it becomes the graph with the obstacle node being disconnected from the rest( every cell or the node will have the unique configuration according to the obstacle placement). This so formed unique graph can be represented using a particular 2D array, and now using this array we can ultimately find the path between two nodes say source and destination. Hence we can place all the 3 obstacles at same time. ,   So,for the funciton ReachDestinationAvoidingNode() it is not required to pass the coordinates of obstacle node as paramater(it's already been taken care at the time of defining 2D array) but only the source and destination. And this will do the work all the 3 trips.Can we go by this ?! team_id16."
Comments for Code	Are comments required in great detail for both Tasks 1A and 1B .For example for path traversing is the name of the algorithm fine or its working is also to be explained? and also what kind of comments required in the AVR code ?
TestSuite isnt working properly	"Every test case is running successfully in mazesolve.cbp(also checked with mazesolution.txt). But testsuite is alerting ""failure"" for all testcasesScreenshots of execution"
Difference in type of formal and actual parameters in Task 1B	  While programming we came across this discrepancy in the type of formal and actual parameters for the function ReachDestinationAvoidingNode.The first and third argument are expected to be characters but they are being passed as integers.Is it okay if we pass these arguments as characters in function call in main().
"      TAsk !b,buzzer"	"Dear sir, We are not able to hear buzzer after each is destination is reached . But buzzer is working fine. Is it ok to take video ?"
Keeping track of obstacles...  Task1-b	"Hello,     Is is necessary to keep tack of previous obstacles on track while the bot is making its way to the destination      The last obstacle is on 2D ...    Bot is on 2F and wants to reach 2A with obstacle on 2C   So we have 2 obstacles ( 3 infact - the first one on 6D)  or just one on 2C ( means we have to remove obstacle after bot reaches its destination) ?   Thank you.       "
Regarding maze solving.Can nodes be repeated in path?	"is it okay if we implement the function to find path such that it is not the shortest path?i.e, can the path be such that some nodes are repeated?  "
how to stop turning left ?	when black line sensor sees the first node (square box)it want to be turn left till the center black sensor meet black strip(line)problems:1)the counting of nodes 2)stoping turn left after center sensor meets black
how to count nodes which line follower finds while moving?	"int , unsigned char are not good for counting nodes bcoz total line follower program under while loop."
difference	difference between unsigned char int and int
What does this exactly mean??	WE did not edit the pdf at all.
buttons not working in eyantra robotest (GUI )	uploaded the hex file using stk500 opened the eyantra robotest  we can select the com port we click on connect  orange light flashes on bot no values come up on the robotest gui what should i try i tried uploading the hex file again pressing the reset button       
Using Task 1A files in Task 1B	Can the C files used in Task 1A be included in the Task 1B project? Or does the logic has to be written again?
Variable declaration in Task 1B	Can we declare some global variables outside the ReachDestinationAvoidingNode() function?
task 1b path	is it necessary for the bot to traverse the shortest path to the destination or  can the bot travel any path keeping in mind not to travel through the obstacle?
Use of custom algorithm for 1b	"Sir, 1)Is it compulsory to use graphs for path planning?2)I am assuming that we have only one obstacle at a time...Is that right? and in that case i want to use custom algorithm which will be generic for other test cases as well..I am using custom algorithm for path planning. It returns me shortest path avoiding obstacles as long as the there is only one obstacle at a time..."
error in output of task 1a	"If I'm entering entries in maze manually(when I'm testing my code, for my convenience) from the main.c file of MazeSolve project in the following manner:       maze.maze_array[0][0] = 9; for all 25 entries, my output is coming correct. Desired output also comes when I run the given main.c without doing any changes in it(screenshot attached).    But if I'm running TestSuite.cbp, every case is failing. Please tell what am I missing in my procedure to get output.    I'm just editing buildGraph, findPath and adding some utility function in src.c of MazeSolve.cbp and running TestSuite.cbp     edit: this is the format in which my output is coming(I'm editing main.c to verify my code) "
"      individually successful altogether failed,test suite failed what to do"	i have written code for path finding and it is successfully giving the path for all the mazes when individually the maze number is changed in main program but when i run the test suite cbp i am getting all test cases failed.   the following are the two individually solved test cases and final test output screenshots   please reply   
about code of task 1a	can any body tell me what is this conflicting type error and how to resolve this.... 
error in creating a project	sir.....while we are creating a project.. as u said in task 1 A description pdf it is showing error that ur project is not created.......plz explain how to create...
Finding difficult in path finding..	Task1A we convert the test case into graph but we facing difficult  path finding algorithm i need some more help.
Atmel Studio 7	Is it okay if we use atmel studio 7 as we already have it installed on our system?
Task 1A error	"I completed the code required in src.c. I executed MazeSolve.c and got the following output:      I then executed the TestSuite project, and got the following output:      The executable crashes midway, and I have no idea as to why it's happening, because it works for the test cases individually (when I change the file name of the mazes in main.c in MazeSolve). How do I resolve this issue?"
task 0 result query	"Sir , in task 0 , the flex which we had printed was a bit wrong . So the result which we got of Task 0 was ""The flex has been edited"". But sir, now we have corrected the maze on the flex. Is there any issue of us being disqualified ???"
output of codeblocks	"Sir , it shows this dialogue box, what does this message indicates sir??? In build messages it also shows that no target,no project......How can we overcome it sirr?? please replyy"
Linking header file...for Task1b	Sir can we just link .c file to our main code.Or is it necessary to add .h file ?We are not getting the concept of #indef.Do we have to write indef in header file compulsorily?. Is there any other way to link functions/.c files easily?.Please Help.Thank you!
task 1a problem	"Sir,  the structure Path_array which has been defined with it having a single parameter named as path[X], it has been initialized at the beginning of the function named findPath to init_Path function. But as i am printing the path array through the main function, its always the output shown below. Please suggest what can be done.  "
main function	sir..can we change the code in calling function at start and finish.
Video shooting	Sir is it compulsory to record the video of task 1B with team members(in the video) or just uploading the working of robot is sufficient? Thankyou  
Problem with task 1A output.	"The output of testsuit showed failed for all the cases when it was run for the first time. But,after erasing and re-entering '0' in the file path, the output showed passed for all 5 cases.Please note that we didn't make any other changes in the code.eYRC2017Track3_jab32yxw6e4v.jpg"
its showing error in atmel studio	it's as followsskipping launch.user did not choose a debug tooleYRC2017Track3_jab1y97issir.jpg
could not connect to local debug agent	"sir,we are getting an error as followseYRC2017Track3_jab1hz41ig4i.jpg"
Obstacle sizes	"Sir, Does the obstacle have to be exactly 6x6x6 cm? Or any variations are accepted?"
Task0 - Result	I understand that task 0 has no impact on the score. Our result had a remark of flex being edited and that was corresponding to the black fill in the circles within the boxes(I know it will not impact the code for traversal). I need to know whether this will have an impact on our further task analysis and score?
Task 1A Test Suite Check	All test cases run successfully individually but running the TestSuite file gives error as shown in Screenshot. I haven't used i in the entire code. #2073 
Task 1 clarifications	"Task 1A: When test cases other than the ones in TestSuite are evaluated, will the starting point always be cell 0? Task 1B: Will the start point always be the green home?"
About algo of task 1b	Do we need to apply the same algorithm which we used for path planning in 1A or we can write a different Algo as there is not that complex path planning in task 1b .
related task1b software	"dear sir,   if i use another software except atmel studio then  can i send hex file of the code ??"
Do we have to apply the Task 1A for Task 1B ??	"Sir, I would like to know whether we have to use the concept learned(2D array representing path, building adjacency Matrix, finding path...) from task 1a for solving task 1b OR we can solve it but any other logic as well ?? Team id16."
feeder_weeder	What is the max hex file code size that can be dumped in firebird
Confusion what actually to do?	"Sir, What actually to do.. We are using the algorithm made for task1a to do task1b to find the path for each maze(each source to destination) and we get the actual path to perform ... for that we need to make new text files storing the value of the required maze for each source to destination , so are we in right path i.e. to take text file as a input for each required maze(source to destination).???"
"      The compiler we use supports C89, version C-99 not supports,syntax error present in Testsuite.cbp"	"Version C-99 supports direct declaring and assigning in for loop.. the compiler C-89 we use  using dont support that... so instead of going with ""for(int i=...)"" we need to change it to  ""int i; for(i=...) we did not manuplate ant code in Testsuite.cbp but 2 syntax error must be changed for us to proceed...otherwise the error was generated it may be the fact that your compiler supports the syntax... Thank u and looking for a positive reply"
are we again  want to create program for 36x36 adjacency matrix for 6x6 boxes in flex for path findi	are we again  want to create program for 36x36 adjacency matrix for 6x6 boxes in flex for path finding
which results is this ?	
all cases are fine still in testsuite only maze0 passes.plz reply sir asap	
about task 1b	"sir  i wanna know that what will be the starting point for traversing second and third time ,as u mentioned only single obstacle will present at at a timeon the arena"
Initialization	 DDRA = DDRA | 0x0F; PORTA = PORTA & 0xF0; Why do we use '|' or '&'  How is it different from the one given below DDRA = 0x0F;  PORTA = 0xF0;  
task1a problem	"the main function in mazesolve project is working fine for all test cases individually,but in main function of testsuite project,only testcase 0 is passing. "
sir we have provided changes in parsefile but it is not showing expected results it is showing hello	eYRC2017Track3_ja7w2hu965j2.jpg
Query about task1 B	"When the function is called for the first time, we are only giving the coordinates of one destination and one obstacle(6,D). But at this time too, obstacles are placed on (2,D) and (2,C) also. We'll do the coding to avoid the obstacle which is argument in the function i.e. (6,D). But how will the robot know that it has to avoid the other two obstacles also which are yet not passed as an argument to it?"
Task 1 folder upload	How to upload output of task 1A?? 
Task1B	Can I use inbuilt encoder in fire bird for task 1b???
global variable	"Dear sir, are we allowed to declare a globale variable outside ReachDestinationAvoidingNode() function?"
testsuite main function problem	"the main function in mazesolve project is working fine for all test cases individually,but in main function of testsuite project,only testcase 0 is passing. "
problem while installing software for task 1b	"there,s a error while installing ATMEL_STUDIO_6-6.0.1843 software.....the picture shows error dialog box ...can u please help me out"
Task 1B query	"Task 1b -  Its mentioned not to use any IR or proximity sensors already present in the FireBird, How about mounting external sensors with the line follower , is this allowed ?"
(problem with CODE BLOCKS)Adjacency matrix not created	"my piece of code create  adjacency matrix is not running in code blocks.   But surprisingly,the same code is running fine from Ubuntu terminal.   I am getting the correct adjacency matrix from Ubuntu.   But same doesn't work on code block.   CODE BLOCK generates infinite loop.  "
To Convert 5*5 Maze Matrix to 25*25 Adjacency Matrix	"Sir, Please send me tutorial how to write c programming to convert 5*5 maze matrix to 25*25 adjacency matrix ."
Firebird V Battery Issue	Identified the Battery low Indication as per the FireBird manual. I followed the steps for Battery Charging Mode.It follows the Charging Mode regime once(One long beep followed by 2 short beeps once) but then switches to continuous long beeps with red led blinking synchronous to the beeps.This indicates either the case of charge termination due to overcurrent or battery failure.What should I do to sort this out? (This robot has been inactive for almost 6 months)
Code Blocks Run-time problem	"For task1A, we have come up with a solution that works fine when we run it against all test case individually but when we try running it against the main function provided by you(all test case together) it fails. Also if we insert a simple print statement with nothing inside( printf(""""); ), inside the main function and run the same code, it passes all test case. Please help."
Code Modification request	"Dear Sir/Madam, In task 1A, function Init_path() has declared integer variable 'i' inside for loop which to my knowledge is not allowed in C.I have also enclosed a screenshot of compiler error to further describe the problem. Would request you to allow slight modification here, which on doing has led our team to successful completion of task 1A. "
task1 doubt	sir we wanted to know that wheather one maze will have only one solution or will it having many  solution out of which we have to find the shortest?
Problem for buildgraph	We cannot run buildgraph program. Please give an example that is why can go further.  
Variable problem in testsuit code	"The code of testsuit contains a for loop inside main function with 'i'  variable, which gives the output failed. But when we changes the variable to other than 'i'  as 'ii', the output comes to be passed. What to do please help"
Task result on portal	"Sir, The deadline for submission of Task 1 is given as ""Tue, November 28, 2017, 11:59 pm"". But on the portal in the Task Result tab it is showing ""Result will be available from, Tue, November 21, 2017, 12:00 am"". Is this the result of Task 0 or Task 1? If so, is the deadline for Task 1 has been preponed? Please give us a clarity as we are in a complete state of dilemma and the deadline is approaching."
Followups to a post	"Dear Participants,   Many posts in the forum are having followups that are unresolved but marked as resolved. If any followup is not resolved please mark it as unresolved otherwise it reduces the possibility of it being answered. If it is indeed resolved then it would be better to mention the source from where it got resolved by mentioning it as a reply to the followup and then marking it as resolved. This helps others with the same problems find solution quickly. I hope you agree with my opinion."
regarding output of task 1A	hello sir we are getting the following output should we try some more cases of our own or should we proceed to task 1b and is this format of output correct?
Please help in task 1a	I have build my fuction for buildgraph but i did not set it in the src.c code in the buildgraph fuction.please someone give me tips how to write the program incomportble with the src.c 
Please help me to slove this error	
Input in task 1A	I didn't understand in the buildgraph function which array i use for input array.please reply ASAP
Task 1b Queries	Is it compulsory to use white line sensor ??
unclear description of task 1b	In task 1b the description  it is mentioned to place 3 obstacles but in the code we pass only a destination node and ''' 1 '' obstacle node it is confusing  please provide clear instructions as  we in a state of confusion about the parameters being passed  and  is 7d always the start node?
programming software	can we use another programming IDE software rather than Atmel Studio?
Task B not clear	Can someone please explain task B to us. We have successfully completed task 1 and don't know how to proceed for the task 1b. We are confused whether we are supposed to configure the line following code or not or do we just how to write the function ReachDestinationAvoidingNode(). 
Atmel Studio not working	Its producing failed to connect dialog box every time I open the software.
about task 1b	"sir,  will the obstacles at the same place as you mentioned in description or can we  move the obstacles at other nodes .  "
Task 1A	How main.c program of Maze Solve change the maze.txt file according to program it would not change so how could test suite program would be executed if main.c of Maze Solve is accepting one maze at a time.PZA_20171114_172400_1054318913.jpg
codeblocks	"Sir, I have done the same procedure as described but still I'm getting the output like this......please tell me a solution."
ATMEL Studio Installation error.	"We tried installing ATMEL Studio (from the link provided in documentation) on a Windows 10 64 bit machine,but got this error.Does it require a windows 7 machine,if yes can we instead install ATMEL studio 7 (Compatible with Windows 10). Thank you in advance !!       "
Problem with Output of Task 1A	"We are getting the output of Task 1A correctly when checked individually. However, the TestSuite gives the result as Failed. The Image shows the received output and the expected output... they are same. Pls Help. Is there a particular format for the output?"
functions declaration	In task 1A we wanted to declare some functions which we are going to use in just build path or path finding function. is allowed to use extra functions?
Regarding task 1A	"Dear sir, When i rebuild the testsuite with this setting    i am getting answer.is it ok? "
About task 1A coding	I want to declare global variables or structure variables in the program. (as in the pdf that modification is not allowed .)Is its ok to use?
Queries Regarding Task 1B	"As we can't use sensors , and we have the coordinates of obstacles on the grid, What's the use of putting physical obstacle on the grid? Also there may be multiple ways of reaching the destination node , so do we have to find the shortest route or any route will be fine?"
Task 1A	In Test Suit Program at a time one maze can be checked so its giving proper output according for that but how can we add other file so that previous test result would remain as it is.For eg if i am using maze_0.txt in Test Suite and program in maze.cbp is for maze 0 then test suite is giving output maze_0.txt is passed but after that if iam using maze_1.txt and program in maze.cbp is for maze_1.txt then test suite program will give output maze 1.txt passed and rest of others failed including maze 0.txt .
about the task 1B	"SIR, SHOULD WE HAVE TO TOUCH THE FIRE BIRD TO THE OBSTACLES OR CAN WE AVOID THE OBSTACLES AND DIRECTLY REACH TO THE FINAL NODE"
What is the destination node in task 1B.?	 
Task1B	"In Task1B description PDF  Starting point is given but ending point is not there. So, which destination point is there?"
Need Link of C99	Can you send me a link to download C99 compiler?
error while connecting the STK 500	"We were facing the error of USB timeout set to 5 sec, and as answered here on the Forum, the PDF of bootloader that is available in the DVD contents in the resources available on the website, says, that we should try twice or thrice until the problem is resolved, which is not happening! So we are trying to connect the robot using the STK 500. The PDF for the same, says that the driver installation window will open when the STK 500 is connnected, which doesnot happen. We have downloaded the Drivers and any other software downloads available! So we tried updating the drivers through the device manager but an error occurred as shown in the below image  The image of the device manager is also given below.  Such an error now again is frustrating as we have been trying to resolve this for last 4 days!!! please help"
Problem on Code Blocks	"Sir, I wrote a code for the build array and got the Adjacency matrix in different platform(not Code Blocks). But when I am writing code in Code Blocks I am not getting the matrix."
Will the test cases always contain simple mazes(with only one path from source to destination cell)?	"Since the algorithm to be applied depends on the type of maze, we need to know whether we'll be given only simple(perfect) mazes or those having multiple solutions too."
Can i change the code of main function of TestSuite	As in main function of TestSuite  for loop is declared like this in two three places for( int i = 0; i < 25; i++ )    it says we cant initialize i inside loop in c so can I declare i outside the loop in main fucntion of TestSuite   like this int i; for( i = 0; i < 25; i++)
task 1A	"Except the video what was the other document we have to uploaded in task 1 of feeder weeder??? Please, anybody tell me "
How do u want to open this file?	"After executing the main.c program,Based on instructions I have select cbp program bt it is not opening the file and generating a dialogue box that How do u want to open this file? And some options that Notepad,Word pad,look for other apps in the store...even I have done the entire processor correctly then, why it is like that "
Different output in different IDE for same program	Output of Clion ide :          Output of Code::Block :        In both IDE MinGw compiler is used . Will our solution will be consider as pass or fail??
error in src.c	sir when we build srs.c file it show a error that in line no. 43 the initialization in for loop is not allowed so what we  can do we can do some changes in file or not
Charging the Firebird V	"When I kept the Firebird V in charging mode, it gives 1 long beep followed by 2 short beeps once. But the Green LED is not glowing. According to the manual it means that the battery is fully charged, but it is not actually. Is there something wrong with my robot? The green LED is working fine as it glows up when I start it in AUX power mode."
query related to obstacle avoiding robot	"kisir there is a instruction that we can't use sharp sensors in obstacle avoiding robot in task1B, then how we reach to the destination, by simply code our robot to reach the next node by followe other line ? and there is not destination point is given in the problem statement. so should we assume by own ??"
Task 1A	I can't understand what to actually i to do.. Please help me and understood me the task in details.. please please please ??????????
Regarding task 1B logic implementation	"Dear Sir, We are having a doubt for logic implementation, can we implement new logic for task 1B or  we have to use logic implemented in task 1A (maze logic)"
Regarding adjacent matrix(Fig-14)  of example maze (Fig-13)  given in task 1A description	"Dear Sir, According to our understanding, our logic does not match with the adjacent matrix given but some are matching for eg: cell  3 in maze can go to 2 and 8,but in adjacent matrix  3 can go to 2 and 4 "
Errors in src.c	Given that we cannot fiddle with any other functions in the source other than build graph and find path.. existing other functions contains errors which needs to be fixed. for eg.  in pure C for loops cannot contain declarations . They are supported in C++ not C.. Should we wait for the fix or can I fix it on my own??
Codeblocks:(ser_open() can't open device...) Error on loading the program into the microcontroller.	"I did the same as given in the instruction for setting up Codeblocks. Also, I provided the execute privilege to the script. Below is a screenshot of the problem. For executing the command I have set as the home directory, the folder containing the script file. Any assistance would be highly appreciated.Thanks! "
About five day extra for submission.	"Sir, we can't submit task1 on 28th nov . Because we have our winter examination from 14th nov 2017 to 25th nov 2017. So, we need five day more for the submission of task1."
src.c file not complied and run it show error.	this the screeshot of the error. please help
task 2 schedule	"Respected Sir/ Ma'am, I am tangled related to the launch and end  date of TASK 2. I have to book a train ticket so, please clarify . 19th dec, 2017 will be Launch or End day of TASK 2.?"
date of submission	when is the deadline for task1??
software links	please provide the link for atmel studio 6 n codeblocks for task 1
regarding LCD	we are having problem with LCD programming........we are unable to display any thing but the LCD program in example works correctly.......if we modify the same.....It does not works correctly?? please help us with LCD programming 
ROBOT WAS WORKING BUT LEFT MOTOR ROTATING SLOWLY.	"IN  GUI SOFTWARE, I CLICK ON FORWARD BUTTON, THEN ROBOT START MOVING FORWARD DIRECTION BUT LEFT MOTOR OF THE ROBOT ROTATING SLOWLY COMPARED TO RIGHT MOTOR."
An error occurred:   [Timeout during COM-port read operation!].	"We have updated the serial port drivers and the computer system detecting the robot. When we try to load the hex file, once we press the program option on the GUI, an error occurs saying 'Serial port timeout set to 5 sec.'  We have tried doing all the steps according to the pdf, installed every software provided, and done all this multiple times in the last two days with different baud rates, different computer systems But to no avail!!!!! Please suggest some solution as early as possible. what could be the reason for the error.  "
"      we submitted task0 folder at 1:50am on 8th November, i.e. 1hr 50min late, will it be counted?"	 
When we get our task 1?	 
flex print photo editing	can we edit flex picture which has been click in camera before uploading it on portal? Sir editing it for cropping up background floor and just keeping flex image
Bootloader Error	Avr Bootloader giving following error[Error opening HEX file foroutput!]I have uploaded program of USB GUI Firmware folder present in Eyantra Cd.
Hex fie	The hex files are same for every team of eyantra for task0?
Error while uploading File!HELP!!	
Serial port timeout set to 5sec and unable see com port in GUI	Avr bootloader error:   Serial port timeout set to 5 sec.An error occurred: [Programmer not supported!]   unable to see com port in GUI     
Regarding a fault in flex printing	"The column labels A,B,C... got a little misplaced in the flex. Can we use stickers with that labels and stick in proper place or write the labels with black marker or something? Will this mistake result in disqualification?eYRC2017Track3_j9pautvl4yuu.jpg"
we have downloaded the given hex file but the buzzer is making sound continuously after loading the	"we are getting the message on LCD screen as given in the PDF.."" FB5..."""
college attendance issue	What can we do if our college is not providing attendance for e-yantra work? 
GUI buttons not responding	"After burning the code on firebird v  , I tried connecting the com port on gui of e-yantra as on Windows 10 no port are showing but it got connected on Windows XP which I have installed on virtual box & even orange led blink on  firebird but it is not responding to any of the keys of gui ex. on turning on buzzer key nothing happens & also after burning the program the lcd is showing a column of rectangular boxes please help! , Thank you "
"      LCD on our bot is not working , remaining all parts are working . what should we do?"	 
Query regarding check list	"As you have already said in a previous post that the display message variation is not a concern.Then, how should it be represented in the checklist? Whether ""Yes (with the actual displayed message)"" or simply ""Yes""  or anything else?"
Unable to connect my robot in my PC. My com port not shown in E yantra Robot testing  sofware.	Sir I am unable to connect my robot in my PC. My com port not shown in E yantra Robot testing  software and also not show in other devices option device manager. So I am unable to update driver So port  not shown. 
about uploading photos	we have uploaded three photos of flux sheet. Do we have to remove two photos or not?
is the 3pass flex printing is enough ?	or any star or backlight flex is needed?
robot test only in GUI or any other procedure	Sir   In task 0 the test of robot in only in GUI software or using program built in robot  plz told me 
Can't upload program to robot	"We receive this error in the AVR software when we click the program button 'mode' is not recognized as an internal or external command, operable program or batch file.   Tried using the ISP method too.That didn't work either.The Serial port is properly configured in Device Manager The robot is put into bootloader mode too."
Task 0 uploading query	Got information from some seniors that they had uploaded the screenshots of softwares downloaded in some task should we do the same in task zero by uploading GUI screenshot while firebird is connected??
Flex Print Photo	We are unable to fit the whole flex in one photo. can we shoot multiple pictures from different angles and upload the same ??
Avr Bootloader Error	Avr Bootloader giving following error[Error opening HEX file foroutput!]I have uploaded program of USB GUI Firmware folder present in Eyantra CdPZA_20171105_135736_1770081993.jpg
